Ensembl	Gene_Name	ProbeID	Average_RMA	p.value	Fold_Change	q.value	DE	Probes_per_gene	Multiple_probes 	Biotype	Chr	Gene_start	Gene_Description
ENSMUSG00000040860	Crocc	1427338_at	7.63	6.4398E-11	1.81	4.4707E-09	1	1	2	protein_coding	4	140572552	"ciliary rootlet coiled-coil, rootletin Gene [Source:MGI (curated);Acc:MGI:3529431]"
ENSMUSG00000053768	Chchd3	1431241_at	6.96	6.8820E-11	0.45	4.7398E-09	1	2	4	protein_coding	6	32740976	coiled-coil-helix-coiled-coil-helix domain containing 3 Gene [Source:MGI (curated);Acc:MGI:1913325]
ENSMUSG00000033392	Clasp2	1427328_a_at	8.57	7.2322E-11	0.24	4.9418E-09	1	4	4	protein_coding	9	113650591	CLIP associating protein 2 Gene [Source:MGI Symbol;Acc:MGI:1923749]
ENSMUSG00000056023	Gm9989	1459945_at	3.97	7.8976E-11	3.39	5.3543E-09	1	1	2	protein_coding	3	81725976	predicted gene 9989 Gene [Source:MGI Symbol;Acc:MGI:3642361]
ENSMUSG00000043298	C030030A07Rik	1457323_at	5.05	8.2761E-11	2.86	5.5675E-09	1	1	2	protein_coding	6	136778448	RIKEN cDNA C030030A07 gene Gene [Source:MGI Symbol;Acc:MGI:2443451]
ENSMUSG00000026563	Tada1l	1424427_at	8.83	8.5786E-11	1.44	5.7265E-09	1	1	2	protein_coding	1	168309228	transcriptional adaptor 1 Gene [Source:MGI (curated);Acc:MGI:1196415]
ENSMUSG00000029647	Pan3	1428768_at	7.34	8.7222E-11	0.43	5.7779E-09	1	2	4	protein_coding	5	148242465	PAN3 polyA specific ribonuclease subunit homolog (S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:1919837]
ENSMUSG00000045464	RP23-16O15.2	1452312_at	5.49	8.8196E-11	2.03	5.7982E-09	1	1	2	processed_transcript	2	94246308	"RIKEN cDNA 2810002D19 gene (2810002D19Rik), non-coding RNA [Source:RefSeq DNA;Acc:NR_027831]"
ENSMUSG00000074165	Zfp788	1429371_at	8.15	8.9277E-11	0.57	5.8251E-09	1	1	2	protein_coding	7	48888573	zinc finger protein 788 Gene [Source:MGI (curated);Acc:MGI:1914857]
ENSMUSG00000022066	Entpd4	1449190_a_at	9.23	9.1151E-11	1.70	5.9030E-09	1	1	2	protein_coding	14	69955242	ectonucleoside triphosphate diphosphohydrolase 4 Gene [Source:MGI Symbol;Acc:MGI:1914714]
ENSMUSG00000000276	Dgke	1436547_at	7.92	9.2985E-11	1.66	5.9772E-09	1	3	3	protein_coding	11	88896493	"diacylglycerol kinase, epsilon Gene [Source:MGI (curated);Acc:MGI:1889276]"
ENSMUSG00000037325	Bbs7	1454684_at	7.87	1.0110E-10	0.64	6.4512E-09	1	1	2	protein_coding	3	36472064	Bardet-Biedl syndrome 7 (human) Gene [Source:MGI (curated);Acc:MGI:1918742]
ENSMUSG00000039671	Zmynd8	1456143_at	7.51	1.0507E-10	0.46	6.6554E-09	1	3	4	protein_coding	2	165609655	"zinc finger, MYND-type containing 8 Gene [Source:MGI (curated);Acc:MGI:1918025]"
ENSMUSG00000026355	Mcm6	1416251_at	6.83	1.1913E-10	1.96	7.4914E-09	1	1	2	protein_coding	1	130228168	"minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:1298227]"
ENSMUSG00000039385	Cdh6	1450288_at	6.52	1.2148E-10	1.91	7.5840E-09	1	2	1	protein_coding	15	12963955	cadherin 6 Gene [Source:MGI Symbol;Acc:MGI:107435]
ENSMUSG00000026312	Cdh7	1460045_at	7.50	1.2428E-10	3.06	7.7038E-09	1	2	4	protein_coding	1	111879008	"cadherin 7, type 2 Gene [Source:MGI (curated);Acc:MGI:2442792]"
ENSMUSG00000033392	Clasp2	1456911_at	7.17	1.2615E-10	0.27	7.7640E-09	1	4	4	protein_coding	9	113650591	CLIP associating protein 2 Gene [Source:MGI Symbol;Acc:MGI:1923749]
ENSMUSG00000068663	Clec16a	1455326_at	8.51	1.2857E-10	0.64	7.8569E-09	1	1	2	protein_coding	16	10545457	"C-type lectin domain family 16, member A Gene [Source:MGI (curated);Acc:MGI:1921624]"
ENSMUSG00000045498	Pcdhb3	1420429_at	7.31	1.3136E-10	0.53	7.9717E-09	1	1	2	protein_coding	18	37460453	protocadherin beta 3 Gene [Source:MGI Symbol;Acc:MGI:2136737]
ENSMUSG00000039542	Ncam1	1426865_a_at	9.26	1.3520E-10	0.57	8.1476E-09	1	3	4	protein_coding	9	49310257	neural cell adhesion molecule 1 Gene [Source:MGI Symbol;Acc:MGI:97281]
ENSMUSG00000021091	Serpina3n	1419100_at	7.47	1.3760E-10	0.47	8.2354E-09	1	1	2	protein_coding	12	105644939	"serine (or cysteine) peptidase inhibitor, clade A, member 3N Gene [Source:MGI (curated);Acc:MGI:105045]"
ENSMUSG00000047466	8030462N17Rik	1436446_at	7.99	1.4635E-10	0.49	8.6393E-09	1	1	2	protein_coding	18	77872020	RIKEN cDNA 8030462N17 gene Gene [Source:MGI Symbol;Acc:MGI:2444951]
ENSMUSG00000025089	Gfra1	1450440_at	7.74	1.4621E-10	1.70	8.6393E-09	1	2	1	protein_coding	19	58310094	glial cell line derived neurotrophic factor family receptor alpha 1 Gene [Source:MGI (curated);Acc:MGI:1100842]
ENSMUSG00000028434	Epb4.1l4b	1456570_at	8.41	1.4899E-10	2.41	8.7361E-09	1	2	4	protein_coding	4	57004844	erythrocyte protein band 4.1-like 4b Gene [Source:MGI Symbol;Acc:MGI:1859149]
ENSMUSG00000038026	Kcnj9	1450712_at	8.91	1.5418E-10	0.20	8.9410E-09	1	3	4	protein_coding	1	174251164	"potassium inwardly-rectifying channel, subfamily J, member 9 Gene [Source:MGI Symbol;Acc:MGI:108007]"
ENSMUSG00000023764	Sfi1	1426787_at	7.05	1.5455E-10	0.19	8.9410E-09	1	3	4	protein_coding	11	3031853	"Sfi1 homolog, spindle assembly associated (yeast) Gene [Source:MGI (curated);Acc:MGI:1926137]"
ENSMUSG00000028957	Per3	1421087_at	8.16	1.6025E-10	0.46	9.2097E-09	1	4	4	protein_coding	4	150377761	period homolog 3 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:1277134]
ENSMUSG00000085231	AC102570.1	1436506_a_at	9.91	1.6367E-10	1.52	9.3443E-09	1	1	2	lincRNA	1	9932106	"small nucleolar RNA host gene (non-protein coding) 6 (Snhg6), non-coding RNA [Source:RefSeq DNA;Acc:NR_024067]"
ENSMUSG00000062169	Cnih4	1429763_at	8.73	1.7213E-10	0.52	9.7400E-09	1	2	3	protein_coding	1	183081062	cornichon homolog 4 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:1925828]
ENSMUSG00000081534	Slc48a1	1450410_a_at	8.14	1.7285E-10	1.64	9.7400E-09	1	2	4	protein_coding	15	97614786	"solute carrier family 48 (heme transporter), member 1 Gene [Source:MGI (curated);Acc:MGI:1914989]"
ENSMUSG00000068040	Tm9sf4	1423204_at	7.21	1.7877E-10	2.14	1.0009E-08	1	2	1	protein_coding	2	152987037	transmembrane 9 superfamily protein member 4 Gene [Source:MGI (curated);Acc:MGI:2139220]
ENSMUSG00000007097	Atp1a2	1455136_at	10.03	1.8900E-10	0.37	1.0514E-08	1	4	4	protein_coding	1	174201840	"ATPase, Na+/K+ transporting, alpha 2 polypeptide Gene [Source:MGI (curated);Acc:MGI:88106]"
ENSMUSG00000052430	Bmpr1b	1437312_at	7.81	2.0038E-10	1.48	1.1076E-08	1	1	2	protein_coding	3	141500100	"bone morphogenetic protein receptor, type 1B Gene [Source:MGI (curated);Acc:MGI:107191]"
ENSMUSG00000073643	Wdfy1	1424749_at	7.39	2.0600E-10	0.31	1.1314E-08	1	3	1	protein_coding	1	79698837	WD repeat and FYVE domain containing 1 Gene [Source:MGI (curated);Acc:MGI:1916618]
ENSMUSG00000020886	Dlg4	1459105_at	5.92	2.1045E-10	2.12	1.1486E-08	1	3	4	protein_coding	11	69830587	"discs, large homolog 4 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:1277959]"
ENSMUSG00000032042	Srpr	1427570_at	5.54	2.1308E-10	1.44	1.1557E-08	1	2	4	protein_coding	9	35007760	signal recognition particle receptor ('docking protein') Gene [Source:MGI (curated);Acc:MGI:1914648]
ENSMUSG00000038861	Pi4kb	1439197_at	6.61	2.1645E-10	0.38	1.1667E-08	1	1	2	protein_coding	3	94778653	"phosphatidylinositol 4-kinase, catalytic, beta polypeptide Gene [Source:MGI (curated);Acc:MGI:1334433]"
ENSMUSG00000042046	Dstyk	1436301_at	8.25	2.2534E-10	1.66	1.2071E-08	1	2	4	protein_coding	1	134314030	dual serine/threonine and tyrosine protein kinase Gene [Source:MGI Symbol;Acc:MGI:1925064]
ENSMUSG00000009630	Ppp2cb	1421823_a_at	10.40	2.4984E-10	1.36	1.3301E-08	1	1	2	protein_coding	8	34710097	"protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform Gene [Source:MGI Symbol;Acc:MGI:1321161]"
ENSMUSG00000039601	Rcan2	1450243_a_at	8.77	2.6155E-10	1.64	1.3840E-08	1	2	4	protein_coding	17	43938800	regulator of calcineurin 2 Gene [Source:MGI Symbol;Acc:MGI:1858219]
ENSMUSG00000018293	Pfn1	1449018_at	10.38	2.6488E-10	0.45	1.3931E-08	1	1	2	protein_coding	11	70465352	profilin 1 Gene [Source:MGI (curated);Acc:MGI:97549]
ENSMUSG00000018927	Ccl6	1417266_at	6.78	2.7463E-10	0.38	1.4357E-08	1	1	2	protein_coding	11	83401384	chemokine (C-C motif) ligand 6 Gene [Source:MGI (curated);Acc:MGI:98263]
ENSMUSG00000049553	Polr1a	1456066_a_at	6.79	2.8126E-10	1.50	1.4615E-08	1	2	1	protein_coding	6	71859055	polymerase (RNA) I polypeptide A Gene [Source:MGI Symbol;Acc:MGI:1096397]
ENSMUSG00000046876	Atxn1	1438294_at	8.83	2.8643E-10	2.26	1.4795E-08	1	1	2	protein_coding	13	45650262	ataxin 1 Gene [Source:MGI Symbol;Acc:MGI:104783]
ENSMUSG00000036333	Kidins220	1458528_at	8.02	2.9498E-10	0.42	1.5147E-08	1	4	4	protein_coding	12	25659797	kinase D-interacting substrate 220 Gene [Source:MGI Symbol;Acc:MGI:1924730]
ENSMUSG00000024026	Glo1	1424108_at	10.22	3.1517E-10	0.50	1.6088E-08	1	2	1	protein_coding	17	30729811	glyoxalase 1 Gene [Source:MGI Symbol;Acc:MGI:95742]
ENSMUSG00000033170	Card10	1449491_at	7.41	3.2193E-10	0.59	1.6242E-08	1	1	2	protein_coding	15	78605570	"caspase recruitment domain family, member 10 Gene [Source:MGI Symbol;Acc:MGI:2146012]"
ENSMUSG00000050211	Pla2g4e	1429862_at	7.35	3.2168E-10	0.55	1.6242E-08	1	1	2	protein_coding	2	119992148	"phospholipase A2, group IVE Gene [Source:MGI (curated);Acc:MGI:1919144]"
ENSMUSG00000029064	Gnb1	1417432_a_at	9.32	3.3394E-10	0.33	1.6751E-08	1	2	1	protein_coding	4	154865479	"guanine nucleotide binding protein (G protein), beta 1 Gene [Source:MGI (curated);Acc:MGI:95781]"
ENSMUSG00000078201	Tmem203	1426277_at	7.73	3.5228E-10	0.59	1.7570E-08	1	1	2	protein_coding	2	25110974	transmembrane protein 203 Gene [Source:MGI (curated);Acc:MGI:2443597]
ENSMUSG00000028957	Per3	1421086_at	6.05	3.6877E-10	0.59	1.8287E-08	1	4	4	protein_coding	4	150377761	period homolog 3 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:1277134]
ENSMUSG00000026482	Rgl1	1418535_at	8.30	4.2472E-10	0.46	2.0942E-08	1	2	1	protein_coding	1	154363889	"ral guanine nucleotide dissociation stimulator,-like 1 Gene [Source:MGI (curated);Acc:MGI:107484]"
ENSMUSG00000028565	Nfia	1421163_a_at	7.56	4.5186E-10	0.37	2.2154E-08	1	4	4	protein_coding	4	97248668	nuclear factor I/A Gene [Source:MGI (curated);Acc:MGI:108056]
ENSMUSG00000003062	Stard3nl	1430274_a_at	9.29	4.7245E-10	1.55	2.3033E-08	1	1	2	protein_coding	13	19449546	STARD3 N-terminal like Gene [Source:MGI Symbol;Acc:MGI:1923455]
ENSMUSG00000082286	Pisd-ps1	1435353_a_at	10.48	4.7984E-10	0.45	2.3263E-08	1	1	2	processed_transcript	11	3025789	"phosphatidylserine decarboxylase, pseudogene 1 Pseudogene [Source:MGI (curated);Acc:MGI:3842428]"
ENSMUSG00000028656	Cap1	1417462_at	9.00	4.9706E-10	0.05	2.3831E-08	1	2	1	protein_coding	4	122536290	"CAP, adenylate cyclase-associated protein 1 (yeast) Gene [Source:MGI (curated);Acc:MGI:88262]"
ENSMUSG00000006850	Tmco6	1451692_at	7.14	4.9706E-10	0.62	2.3831E-08	1	1	2	protein_coding	18	36894724	transmembrane and coiled-coil domains 6 Gene [Source:MGI Symbol;Acc:MGI:1919233]
ENSMUSG00000039246	Lyplal1	1451490_at	8.01	5.1654E-10	0.59	2.4629E-08	1	1	2	protein_coding	1	187911610	lysophospholipase-like 1 Gene [Source:MGI (curated);Acc:MGI:2385115]
ENSMUSG00000025949	Pikfyve	1452994_at	8.02	5.4894E-10	1.78	2.6031E-08	1	2	1	protein_coding	1	65233259	"phosphoinositide kinase, FYVE finger containing Gene [Source:MGI Symbol;Acc:MGI:1335106]"
ENSMUSG00000003808	Farsa	1440063_at	5.48	5.5852E-10	0.62	2.6149E-08	1	2	1	protein_coding	8	87380888	"phenylalanyl-tRNA synthetase, alpha subunit Gene [Source:MGI (curated);Acc:MGI:1913840]"
ENSMUSG00000023236	Scg5	1423150_at	11.92	5.6039E-10	0.53	2.6149E-08	1	1	2	protein_coding	2	113616519	secretogranin V Gene [Source:MGI (curated);Acc:MGI:98289]
ENSMUSG00000060519	Tor3a	1421998_at	5.66	5.6046E-10	0.68	2.6149E-08	1	2	1	protein_coding	1	158583748	"torsin family 3, member A Gene [Source:MGI (curated);Acc:MGI:1353652]"
ENSMUSG00000020912	Krt12	1419230_at	6.37	5.7033E-10	4.52	2.6467E-08	1	1	2	protein_coding	11	99276980	keratin 12 Gene [Source:MGI (curated);Acc:MGI:96687]
ENSMUSG00000072844	RP23-154O12.1	1440342_at	6.39	5.7352E-10	3.54	2.6473E-08	1	1	2	processed_transcript	X	166412975	"RIKEN cDNA G530011O06 gene (G530011O06Rik), non-coding RNA [Source:RefSeq DNA;Acc:NR_029457]"
ENSMUSG00000027479	Mapre1	1428820_at	7.15	5.8126E-10	1.58	2.6689E-08	1	3	4	protein_coding	2	153567010	"microtubule-associated protein, RP/EB family, member 1 Gene [Source:MGI (curated);Acc:MGI:891995]"
ENSMUSG00000028278	Rragd	1440555_at	7.96	6.0326E-10	0.44	2.7553E-08	1	3	4	protein_coding	4	33070012	Ras-related GTP binding D Gene [Source:MGI (curated);Acc:MGI:1098604]
ENSMUSG00000017734	Dbndd2	1456943_a_at	8.47	6.0902E-10	1.77	2.7671E-08	1	3	4	protein_coding	2	164311606	dysbindin (dystrobrevin binding protein 1) domain containing 2 Gene [Source:MGI (curated);Acc:MGI:106562]
ENSMUSG00000000792	Slc5a5	1436239_at	6.74	6.1464E-10	1.79	2.7780E-08	1	1	2	protein_coding	8	73406788	"solute carrier family 5 (sodium iodide symporter), member 5 Gene [Source:MGI (curated);Acc:MGI:2149330]"
ENSMUSG00000032425	4930422I07Rik	1456518_at	7.83	6.2716E-10	0.43	2.8200E-08	1	2	1	protein_coding	9	88442858	RIKEN cDNA 4930422I07 gene Gene [Source:MGI Symbol;Acc:MGI:1918890]
ENSMUSG00000065649	SNORA74	1436796_at	8.87	6.3873E-10	0.63	2.8571E-08	1	1	2	snoRNA	18	35716686	Small nucleolar RNA SNORA74  [Source:RFAM;Acc:RF00090]
ENSMUSG00000003039	Fam32a	1423216_a_at	9.50	6.6013E-10	0.56	2.9079E-08	1	2	4	protein_coding	8	74743646	"family with sequence similarity 32, member A Gene [Source:MGI Symbol;Acc:MGI:1915172]"
ENSMUSG00000037461	Ints7	1428531_at	8.78	6.5607E-10	1.52	2.9079E-08	1	2	4	protein_coding	1	193399642	integrator complex subunit 7 Gene [Source:MGI Symbol;Acc:MGI:1924315]
ENSMUSG00000026037	Orc2l	1418225_at	8.06	6.5847E-10	0.70	2.9079E-08	1	3	1	protein_coding	1	58519615	"origin recognition complex, subunit 2-like (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1328306]"
ENSMUSG00000030744	Rps3	1455600_at	7.12	6.8996E-10	1.76	3.0240E-08	1	1	2	protein_coding	7	106626406	ribosomal protein S3 Gene [Source:MGI (curated);Acc:MGI:1350917]
ENSMUSG00000058267	Mrps14	1443262_at	6.65	7.4821E-10	0.56	3.2628E-08	1	3	1	protein_coding	1	162125346	mitochondrial ribosomal protein S14 Gene [Source:MGI (curated);Acc:MGI:1928141]
ENSMUSG00000020783	1200014J11Rik	1439363_at	5.92	7.9107E-10	1.89	3.4324E-08	1	2	4	protein_coding	11	72861285	RIKEN cDNA 1200014J11 gene Gene [Source:MGI Symbol;Acc:MGI:1914124]
ENSMUSG00000018160	Med1	1421907_at	9.21	8.5139E-10	0.43	3.6758E-08	1	3	1	protein_coding	11	98013468	mediator complex subunit 1 Gene [Source:MGI (curated);Acc:MGI:1100846]
ENSMUSG00000001380	Hars	1417024_at	9.29	8.6220E-10	0.55	3.7040E-08	1	2	4	protein_coding	18	36926352	histidyl-tRNA synthetase Gene [Source:MGI Symbol;Acc:MGI:108087]
ENSMUSG00000038422	Hdhd3	1425343_at	7.66	8.9491E-10	0.55	3.8256E-08	1	1	2	protein_coding	4	62160042	haloacid dehalogenase-like hydrolase domain containing 3 Gene [Source:MGI (curated);Acc:MGI:1919998]
ENSMUSG00000029001	Fbxo44	1434455_at	9.52	9.1483E-10	1.35	3.8538E-08	1	2	3	protein_coding	4	147526912	F-box protein 44 Gene [Source:MGI (curated);Acc:MGI:1354744]
ENSMUSG00000058761	Rnf169	1434208_at	5.86	9.0810E-10	3.21	3.8538E-08	1	2	1	protein_coding	7	107068767	ring finger protein 169 Gene [Source:MGI Symbol;Acc:MGI:1920257]
ENSMUSG00000046480	Scn4b	1434008_at	11.67	9.1436E-10	2.15	3.8538E-08	1	1	2	protein_coding	9	44946520	"sodium channel, type IV, beta Gene [Source:MGI (curated);Acc:MGI:2687406]"
ENSMUSG00000035868	3110052M02Rik	1440992_at	6.81	9.2373E-10	0.54	3.8725E-08	1	1	2	protein_coding	17	21787591	RIKEN cDNA 3110052M02 gene Gene [Source:MGI Symbol;Acc:MGI:1920479]
ENSMUSG00000024993	Fam45a	1431337_a_at	8.58	1.0412E-09	0.67	4.3243E-08	1	1	2	protein_coding	19	60887488	"family with sequence similarity 45, member A Gene [Source:MGI (curated);Acc:MGI:1915144]"
ENSMUSG00000043419	RP23-26L6.12	1418100_at	10.43	1.0415E-09	0.75	4.3243E-08	1	2	1	processed_transcript	11	69153963	"RIKEN cDNA A030009H04 gene (A030009H04Rik), non-coding RNA [Source:RefSeq DNA;Acc:NR_027827]"
ENSMUSG00000026004	1110028C15Rik	1458128_at	8.24	1.0656E-09	0.58	4.4033E-08	1	2	4	protein_coding	1	66765822	RIKEN cDNA 1110028C15 gene Gene [Source:MGI Symbol;Acc:MGI:1915941]
ENSMUSG00000028583	Pdpn	1419309_at	8.47	1.1004E-09	0.39	4.5255E-08	1	1	2	protein_coding	4	142857334	podoplanin Gene [Source:MGI (curated);Acc:MGI:103098]
ENSMUSG00000025078	Nhlrc2	1429145_at	6.86	1.1715E-09	2.43	4.7954E-08	1	2	1	protein_coding	19	56623109	NHL repeat containing 2 Gene [Source:MGI Symbol;Acc:MGI:1914116]
ENSMUSG00000030917	Tmem159	1426436_at	7.45	1.1949E-09	1.63	4.8683E-08	1	1	2	protein_coding	7	127245890	transmembrane protein 159 Gene [Source:MGI (curated);Acc:MGI:1925752]
ENSMUSG00000043190	Rfesd	1445877_at	4.46	1.2093E-09	0.55	4.9040E-08	1	2	4	protein_coding	13	76138983	Rieske (Fe-S) domain containing Gene [Source:MGI Symbol;Acc:MGI:2145198]
ENSMUSG00000085084	AC125047.1	1439684_at	6.28	1.2530E-09	0.48	5.0573E-08	1	1	2	processed_transcript	3	156209717	N/A
ENSMUSG00000040899	Ccr6	1450357_a_at	6.50	1.3221E-09	0.57	5.2627E-08	1	1	2	protein_coding	17	8435391	chemokine (C-C motif) receptor 6 Gene [Source:MGI Symbol;Acc:MGI:1333797]
ENSMUSG00000029613	Eif2ak1	1436006_at	7.52	1.3125E-09	0.65	5.2627E-08	1	3	3	protein_coding	5	144578657	eukaryotic translation initiation factor 2 alpha kinase 1 Gene [Source:MGI (curated);Acc:MGI:1353448]
ENSMUSG00000000560	Gabra2	1421738_at	8.93	1.3214E-09	0.44	5.2627E-08	1	1	2	protein_coding	5	71352296	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2 Gene [Source:MGI Symbol;Acc:MGI:95614]"
ENSMUSG00000032666	1700025G04Rik	1455732_at	8.91	1.3560E-09	1.76	5.3734E-08	1	2	4	protein_coding	1	153737978	RIKEN cDNA 1700025G04 gene Gene [Source:MGI Symbol;Acc:MGI:1916649]
ENSMUSG00000078135	Eid1	1448406_at	10.73	1.4019E-09	0.57	5.5297E-08	1	2	4	protein_coding	2	125498863	EP300 interacting inhibitor of differentiation 1 Gene [Source:MGI (curated);Acc:MGI:1889651]
ENSMUSG00000006412	Pfdn2	1435620_at	9.17	1.4138E-09	1.53	5.5515E-08	1	2	4	protein_coding	1	173275801	prefoldin 2 Gene [Source:MGI (curated);Acc:MGI:1276111]
ENSMUSG00000046204	Pnma2	1437018_at	7.34	1.4440E-09	1.96	5.6448E-08	1	2	4	protein_coding	14	67530090	paraneoplastic antigen MA2 Gene [Source:MGI Symbol;Acc:MGI:2444129]
ENSMUSG00000028760	Eif4g3	1430578_at	5.38	1.4815E-09	1.62	5.7651E-08	1	3	4	protein_coding	4	137548937	"eukaryotic translation initiation factor 4 gamma, 3 Gene [Source:MGI (curated);Acc:MGI:1923935]"
ENSMUSG00000002396	Ocel1	1425191_at	5.80	1.5289E-09	0.52	5.9232E-08	1	1	2	protein_coding	8	73895197	occludin/ELL domain containing 1 Gene [Source:MGI (curated);Acc:MGI:1924340]
ENSMUSG00000055485	9830001H06Rik	1456634_at	5.67	1.5559E-09	1.61	6.0007E-08	1	1	2	protein_coding	2	156841535	RIKEN cDNA 9830001H06 gene Gene [Source:MGI Symbol;Acc:MGI:2444575]
ENSMUSG00000014353	Tmem87b	1429337_at	8.94	1.5953E-09	0.66	6.1256E-08	1	3	1	protein_coding	2	128643854	transmembrane protein 87B Gene [Source:MGI (curated);Acc:MGI:1919727]
ENSMUSG00000034845	Plvap	1418090_at	7.92	1.6763E-09	0.56	6.4083E-08	1	1	2	protein_coding	8	74021666	plasmalemma vesicle associated protein Gene [Source:MGI Symbol;Acc:MGI:1890497]
ENSMUSG00000090140	AL929071.1	1443698_at	6.12	1.7049E-09	1.93	6.4892E-08	1	1	2	protein_coding	11	72115180	N/A
ENSMUSG00000051048	P4ha3	1446951_at	4.59	1.7979E-09	0.60	6.8131E-08	1	1	2	protein_coding	7	107434030	"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III Gene [Source:MGI (curated);Acc:MGI:2444049]"
ENSMUSG00000026113	Inpp4a	1421360_at	7.27	1.9969E-09	0.41	7.5343E-08	1	2	1	protein_coding	1	37356710	"inositol polyphosphate-4-phosphatase, type I Gene [Source:MGI (curated);Acc:MGI:1931123]"
ENSMUSG00000042104	Uggt2	1429836_at	5.97	2.0422E-09	0.63	7.6718E-08	1	2	4	protein_coding	14	119384207	UDP-glucose glycoprotein glucosyltransferase 2 Gene [Source:MGI (curated);Acc:MGI:1913685]
ENSMUSG00000070003	Ssbp4	1449511_a_at	9.50	2.0972E-09	0.69	7.8445E-08	1	1	2	protein_coding	8	73121390	single stranded DNA binding protein 4 Gene [Source:MGI Symbol;Acc:MGI:1924150]
ENSMUSG00000024712	Rfk	1415737_at	10.16	2.1461E-09	0.68	7.9930E-08	1	3	1	protein_coding	19	17468533	riboflavin kinase Gene [Source:MGI (curated);Acc:MGI:1914688]
ENSMUSG00000027714	Exosc9	1418462_at	8.92	2.1836E-09	1.36	8.0981E-08	1	1	2	protein_coding	3	36451528	exosome component 9 Gene [Source:MGI (curated);Acc:MGI:1355319]
ENSMUSG00000025068	Gsto1	1416531_at	9.34	2.2544E-09	1.40	8.3250E-08	1	1	2	protein_coding	19	47929460	glutathione S-transferase omega 1 Gene [Source:MGI (curated);Acc:MGI:1342273]
ENSMUSG00000050873	Kbtbd11	1430073_at	7.80	2.3208E-09	0.27	8.5338E-08	1	1	2	protein_coding	8	15011025	kelch repeat and BTB (POZ) domain containing 11 Gene [Source:MGI Symbol;Acc:MGI:1922151]
ENSMUSG00000035459	Stab2	1419423_at	6.83	2.3716E-09	0.10	8.6838E-08	1	1	2	protein_coding	10	86303943	stabilin 2 Gene [Source:MGI (curated);Acc:MGI:2178743]
ENSMUSG00000074064	Mlycd	1449964_a_at	8.11	2.5646E-09	0.60	9.3511E-08	1	1	2	protein_coding	8	121918778	malonyl-CoA decarboxylase Gene [Source:MGI (curated);Acc:MGI:1928485]
ENSMUSG00000087694	RP23-230H3.2	1438746_at	4.41	2.6376E-09	2.33	9.5771E-08	1	1	2	processed_transcript	2	113839299	"RIKEN cDNA A530058N18 gene (A530058N18Rik), non-coding RNA [Source:RefSeq DNA;Acc:NR_028423]"
ENSMUSG00000047767	Atg16l2	1429396_at	7.73	2.9228E-09	0.61	1.0568E-07	1	1	2	protein_coding	7	108437906	autophagy related 16 like 2 (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1920933]
ENSMUSG00000041297	Cdk13	1452897_at	9.11	2.9454E-09	0.73	1.0606E-07	1	1	2	protein_coding	13	17807568	cyclin-dependent kinase 13 Gene [Source:MGI Symbol;Acc:MGI:1916812]
ENSMUSG00000032377	Plscr4	1433626_at	4.24	2.9614E-09	1.53	1.0619E-07	1	1	2	protein_coding	9	92352216	phospholipid scramblase 4 Gene [Source:MGI (curated);Acc:MGI:2143267]
ENSMUSG00000055945	Prr18	1435642_at	9.92	2.9929E-09	2.36	1.0688E-07	1	2	4	protein_coding	17	8533271	proline rich region 18 Gene [Source:MGI Symbol;Acc:MGI:2443403]
ENSMUSG00000022195	6030458C11Rik	1428013_at	7.14	3.2017E-09	0.43	1.1341E-07	1	2	1	protein_coding	15	12738170	RIKEN cDNA 6030458C11 gene Gene [Source:MGI Symbol;Acc:MGI:1925127]
ENSMUSG00000026482	Rgl1	1449124_at	7.26	3.2003E-09	0.58	1.1341E-07	1	2	1	protein_coding	1	154363889	"ral guanine nucleotide dissociation stimulator,-like 1 Gene [Source:MGI (curated);Acc:MGI:107484]"
ENSMUSG00000018417	Myo1b	1458007_at	4.10	3.2470E-09	0.51	1.1408E-07	1	3	4	protein_coding	1	51806609	myosin IB Gene [Source:MGI (curated);Acc:MGI:107752]
